OBJECT_ID,ALARM_ID,ALARM_LVL,ALARM_DESC,ALARM_DESC_TW
OHCV_5,56,2,[M40056][SYS_A],[M40056][SYS_A]
OHCV_5,57,2,[M40057][SYS_A],[M40057][SYS_A]
OHCV_5,58,2,[M40058][SYS_A],[M40058][SYS_A]
OHCV_5,59,2,[M40059][SYS_A],[M40059][SYS_A]
OHCV_5,60,2,[M40060][SYS_A],[M40060][SYS_A]
OHCV_5,61,2,[M40061][SYS_A],[M40061][SYS_A]
OHCV_5,62,2,[M40062][SYS_A],[M40062][SYS_A]
OHCV_5,63,2,[M40063][SYS_A],[M40063][SYS_A]
OHCV_5,64,2,[M40064][SYS_A],[M40064][SYS_A]
OHCV_5,65,2,[M40065][SYS_A],[M40065][SYS_A]
OHCV_5,66,2,[M40066][SYS_A],[M40066][SYS_A]
OHCV_5,67,2,[M40067][SYS_A],[M40067][SYS_A]
OHCV_5,68,2,[M40068][SYS_A],[M40068][SYS_A]
OHCV_5,69,2,[M40069][SYS_A],[M40069][SYS_A]
OHCV_5,70,2,[M40070][SYS_A],[M40070][SYS_A]
OHCV_5,71,2,[M40071][SYS_A],[M40071][SYS_A]
OHCV_5,72,2,[M40072][SYS_A],[M40072][SYS_A]
OHCV_5,73,2,[M40073][SYS_A],[M40073][SYS_A]
OHCV_5,74,2,[M40074][SYS_A],[M40074][SYS_A]
OHCV_5,75,2,[M40075][SYS_A],[M40075][SYS_A]
OHCV_5,76,2,[M40076][SYS_A],[M40076][SYS_A]
OHCV_5,77,2,[M40077][SYS_A],[M40077][SYS_A]
OHCV_5,78,2,[M40078][SYS_A],[M40078][SYS_A]
OHCV_5,79,2,[M40079][SYS_A],[M40079][SYS_A]
OHCV_5,80,2,[M40080][SYS_A],[M40080][SYS_A]
OHCV_5,81,2,[M40081][SYS_A],[M40081][SYS_A]
OHCV_5,82,2,[M40082][SYS_A],[M40082][SYS_A]
OHCV_5,83,2,[M40083][SYS_A],[M40083][SYS_A]
OHCV_5,84,2,[M40084][SYS_A],[M40084][SYS_A]
OHCV_5,85,2,[M40085][SYS_A],[M40085][SYS_A]
OHCV_5,86,2,[M40086][SYS_A],[M40086][SYS_A]
OHCV_5,87,2,[M40087][SYS_A],[M40087][SYS_A]
OHCV_5,88,2,[M40088][SYS_A],[M40088][SYS_A]
OHCV_5,89,2,[M40089][SYS_A],[M40089][SYS_A]
OHCV_5,90,2,[M40090][SYS_A],[M40090][SYS_A]
OHCV_5,91,2,[M40091][SYS_A],[M40091][SYS_A]
OHCV_5,92,2,[M40092][SYS_A],[M40092][SYS_A]
OHCV_5,93,2,[M40093][SYS_A],[M40093][SYS_A]
OHCV_5,94,2,[M40094][SYS_A],[M40094][SYS_A]
OHCV_5,95,2,[M40095][SYS_A],[M40095][SYS_A]
OHCV_5,96,2,[M40096][SYS_A],[M40096][SYS_A]
OHCV_5,97,2,[M40097][SYS_A],[M40097][SYS_A]
OHCV_5,98,2,[M40098][SYS_A],[M40098][SYS_A]
OHCV_5,99,2,[M40099][SYS_A],[M40099][SYS_A]
OHCV_5,100,1,[M40100][SYS_W]Power OFF,[M40100][SYS_W]運轉入 未啟動
OHCV_5,101,1,[M40101][SYS_W]Block#1 Local Ctrl Mode,[M40101][SYS_W]Block#1 Local Ctrl Mode
OHCV_5,102,1,[M40102][SYS_W]Block#2 Local Ctrl Mode,[M40102][SYS_W]Block#2 Local Ctrl Mode
OHCV_5,103,1,[M40103][SYS_W]Block#3 Local Ctrl Mode,[M40103][SYS_W]Block#3 Local Ctrl Mode
OHCV_5,104,1,[M40104][SYS_W]Block#4 Local Ctrl Mode,[M40104][SYS_W]Block#4 Local Ctrl Mode
OHCV_5,105,1,[M40105][SYS_W]CtrlMode Sys&Blk#1 are different,[M40105][SYS_W]CtrlMode Sys&Blk#1相異
OHCV_5,106,1,[M40106][SYS_W]CtrlMode Sys&Blk#2 are different,[M40106][SYS_W]CtrlMode Sys&Blk#2相異
OHCV_5,107,1,[M40107][SYS_W]CtrlMode Sys&Blk#3 are different,[M40107][SYS_W]CtrlMode Sys&Blk#3相異
OHCV_5,108,1,[M40108][SYS_W]CtrlMode Sys&Blk#4 are different,[M40108][SYS_W]CtrlMode Sys&Blk#4相異
OHCV_5,109,1,[M40109][SYS_W]PLC     Batter  Low,[M40109][SYS_W]PLC     Batter  Low
OHCV_5,110,1,[M40110][SYS_W]CC_LINK Link_ERR,[M40110][SYS_W]CC_LINK Link_ERR
OHCV_5,111,1,[M40111][SYS_W]IE Field#1 communication error(OHT),[M40111][SYS_W]IE Field#1通信異常(OHT)
OHCV_5,112,1,[M40112][SYS_W]IE Field#2 communication error(Loop),[M40112][SYS_W]IE Field#2通信異常(Loop)
OHCV_5,113,1,[M40113][SYS_W]In maintenance mode,[M40113][SYS_W]維修模式中
OHCV_5,114,1,[M40114][SYS_W]History list out of range,[M40114][SYS_W]HISTORY表單超出範圍
OHCV_5,115,1,[M40115][SYS_W]CIM Message,[M40115][SYS_W]CIM Message
OHCV_5,116,1,[M40116][SYS_W]SV group setting out of range,[M40116][SYS_W]SV群組設定超出範圍
OHCV_5,117,1,[M40117][SYS_W]Block#5 Local Ctrl Mode,[M40117][SYS_W]Block#5 Local Ctrl Mode
OHCV_5,118,1,[M40118][SYS_W]CtrlMode Sys&Blk#5 are different,[M40118][SYS_W]CtrlMode Sys&Blk#5相異
OHCV_5,119,1,[M40119][SYS_W],[M40119][SYS_W]
OHCV_5,120,1,[M40120][SYS_W],[M40120][SYS_W]
OHCV_5,121,1,[M40121][SYS_W],[M40121][SYS_W]
OHCV_5,122,1,[M40122][SYS_W],[M40122][SYS_W]
OHCV_5,123,1,[M40123][SYS_W],[M40123][SYS_W]
OHCV_5,124,1,[M40124][SYS_W],[M40124][SYS_W]
OHCV_5,125,1,[M40125][SYS_W],[M40125][SYS_W]
OHCV_5,126,1,[M40126][SYS_W],[M40126][SYS_W]
OHCV_5,127,1,[M40127][SYS_W],[M40127][SYS_W]
OHCV_5,128,1,[M40128][SYS_W],[M40128][SYS_W]
OHCV_5,129,1,[M40129][SYS_W],[M40129][SYS_W]
OHCV_5,130,1,[M40130][SYS_W],[M40130][SYS_W]
OHCV_5,131,1,[M40131][SYS_W],[M40131][SYS_W]
OHCV_5,132,1,[M40132][SYS_W],[M40132][SYS_W]
OHCV_5,133,1,[M40133][SYS_W],[M40133][SYS_W]
OHCV_5,134,1,[M40134][SYS_W],[M40134][SYS_W]
OHCV_5,135,1,[M40135][SYS_W],[M40135][SYS_W]
OHCV_5,136,1,[M40136][SYS_W],[M40136][SYS_W]
OHCV_5,137,1,[M40137][SYS_W],[M40137][SYS_W]
OHCV_5,138,1,[M40138][SYS_W],[M40138][SYS_W]
OHCV_5,139,1,[M40139][SYS_W],[M40139][SYS_W]
OHCV_5,140,1,[M40140][SYS_W],[M40140][SYS_W]
OHCV_5,141,1,[M40141][SYS_W],[M40141][SYS_W]
OHCV_5,142,1,[M40142][SYS_W],[M40142][SYS_W]
OHCV_5,143,1,[M40143][SYS_W],[M40143][SYS_W]
OHCV_5,144,1,[M40144][SYS_W],[M40144][SYS_W]
OHCV_5,145,1,[M40145][SYS_W],[M40145][SYS_W]
OHCV_5,146,1,[M40146][SYS_W],[M40146][SYS_W]
OHCV_5,147,1,[M40147][SYS_W],[M40147][SYS_W]
OHCV_5,148,1,[M40148][SYS_W],[M40148][SYS_W]
OHCV_5,149,1,[M40149][SYS_W],[M40149][SYS_W]
OHCV_5,150,1,[M40150][SYS_W],[M40150][SYS_W]
OHCV_5,151,1,[M40151][SYS_W],[M40151][SYS_W]
OHCV_5,152,1,[M40152][SYS_W],[M40152][SYS_W]
OHCV_5,153,1,[M40153][SYS_W],[M40153][SYS_W]
OHCV_5,154,1,[M40154][SYS_W],[M40154][SYS_W]
OHCV_5,155,1,[M40155][SYS_W],[M40155][SYS_W]
OHCV_5,156,1,[M40156][SYS_W],[M40156][SYS_W]
OHCV_5,157,1,[M40157][SYS_W],[M40157][SYS_W]
OHCV_5,158,1,[M40158][SYS_W],[M40158][SYS_W]
OHCV_5,159,1,[M40159][SYS_W],[M40159][SYS_W]
OHCV_5,160,1,[M40160][SYS_W],[M40160][SYS_W]
OHCV_5,161,1,[M40161][SYS_W],[M40161][SYS_W]
OHCV_5,162,1,[M40162][SYS_W],[M40162][SYS_W]
OHCV_5,163,1,[M40163][SYS_W],[M40163][SYS_W]
OHCV_5,164,1,[M40164][SYS_W],[M40164][SYS_W]
OHCV_5,165,1,[M40165][SYS_W],[M40165][SYS_W]
OHCV_5,166,1,[M40166][SYS_W],[M40166][SYS_W]
OHCV_5,167,1,[M40167][SYS_W],[M40167][SYS_W]
OHCV_5,168,1,[M40168][SYS_W],[M40168][SYS_W]
OHCV_5,169,1,[M40169][SYS_W],[M40169][SYS_W]
OHCV_5,170,1,[M40170][SYS_W],[M40170][SYS_W]
OHCV_5,171,1,[M40171][SYS_W],[M40171][SYS_W]
OHCV_5,172,1,[M40172][SYS_W],[M40172][SYS_W]
OHCV_5,173,1,[M40173][SYS_W],[M40173][SYS_W]
OHCV_5,174,1,[M40174][SYS_W],[M40174][SYS_W]
OHCV_5,175,1,[M40175][SYS_W],[M40175][SYS_W]
OHCV_5,176,1,[M40176][SYS_W],[M40176][SYS_W]
OHCV_5,177,1,[M40177][SYS_W],[M40177][SYS_W]
OHCV_5,178,1,[M40178][SYS_W],[M40178][SYS_W]
OHCV_5,179,1,[M40179][SYS_W],[M40179][SYS_W]
OHCV_5,180,1,[M40180][SYS_W],[M40180][SYS_W]
OHCV_5,181,1,[M40181][SYS_W],[M40181][SYS_W]
OHCV_5,182,1,[M40182][SYS_W],[M40182][SYS_W]
OHCV_5,183,1,[M40183][SYS_W],[M40183][SYS_W]
OHCV_5,184,1,[M40184][SYS_W],[M40184][SYS_W]
OHCV_5,185,1,[M40185][SYS_W],[M40185][SYS_W]
OHCV_5,186,1,[M40186][SYS_W],[M40186][SYS_W]
OHCV_5,187,1,[M40187][SYS_W],[M40187][SYS_W]
OHCV_5,188,1,[M40188][SYS_W],[M40188][SYS_W]
OHCV_5,189,1,[M40189][SYS_W],[M40189][SYS_W]
OHCV_5,190,1,[M40190][SYS_W],[M40190][SYS_W]
OHCV_5,191,1,[M40191][SYS_W],[M40191][SYS_W]
OHCV_5,192,1,[M40192][SYS_W],[M40192][SYS_W]
OHCV_5,193,1,[M40193][SYS_W],[M40193][SYS_W]
OHCV_5,194,1,[M40194][SYS_W],[M40194][SYS_W]
OHCV_5,195,1,[M40195][SYS_W],[M40195][SYS_W]
OHCV_5,196,1,[M40196][SYS_W],[M40196][SYS_W]
OHCV_5,197,1,[M40197][SYS_W],[M40197][SYS_W]
OHCV_5,198,1,[M40198][SYS_W],[M40198][SYS_W]
OHCV_5,199,1,[M40199][SYS_W]Report ZR_values total out of range,[M40199][SYS_W]回報暫存ZR總量超出範圍
OHCV_5,300,2,[M40300][CV1]BOX Without Data,[M40300][CV1]BOX Without Data
OHCV_5,301,2,[M40301][CV1]Data Without BOX,[M40301][CV1]Data Without BOX
OHCV_5,302,2,[M40302][CV1]Receiveing time out,[M40302][CV1]受入超時
OHCV_5,303,2,[M40303][CV1]Sending time out,[M40303][CV1]送出超時
OHCV_5,304,2,[M40304][CV1]Postion 1 time out,[M40304][CV1]位置1超時
OHCV_5,305,2,[M40305][CV1]Postion 2 time out,[M40305][CV1]位置2超時
OHCV_5,306,2,[M40306][CV1]Postion 3 time out,[M40306][CV1]位置3超時
OHCV_5,307,2,[M40307][CV1]Postion 4 time out,[M40307][CV1]位置4超時
OHCV_5,308,2,[M40308][CV1]Postion 5 time out,[M40308][CV1]位置5超時
OHCV_5,309,2,[M40309][CV1]Stage SNR status abnormal,[M40309][CV1]荷有狀態異常
OHCV_5,310,2,[M40310][CV1]Postion 7 time out,[M40310][CV1]位置7超時
OHCV_5,311,2,[M40311][CV1]Postion 8 time out,[M40311][CV1]位置8超時
OHCV_5,312,2,[M40312][CV1]Postion 9 time out,[M40312][CV1]位置9超時
OHCV_5,313,2,[M40313][CV1]Postion 10 time out,[M40313][CV1]位置10超時
OHCV_5,314,2,[M40314][CV1]Postion 11 time out,[M40314][CV1]位置11超時
OHCV_5,315,2,[M40315][CV1]Postion 12 time out,[M40315][CV1]位置12超時
OHCV_5,316,2,[M40316][CV1]  0° time out,[M40316][CV1]  0度超時
OHCV_5,317,2,[M40317][CV1] 90° time out,[M40317][CV1] 90度超時
OHCV_5,318,2,[M40318][CV1]180° time out,[M40318][CV1]180度超時
OHCV_5,319,2,[M40319][CV1]270° time out,[M40319][CV1]270度超時
OHCV_5,320,2,[M40320][CV1]PIN up time out,[M40320][CV1]PIN上位超時
OHCV_5,321,2,[M40321][CV1]PIN down time out,[M40321][CV1]PIN下位超時
OHCV_5,322,2,[M40322][CV1],[M40322][CV1]
OHCV_5,323,2,[M40323][CV1],[M40323][CV1]
OHCV_5,324,2,[M40324][CV1],[M40324][CV1]
OHCV_5,325,2,[M40325][CV1],[M40325][CV1]
OHCV_5,326,2,[M40326][CV1]Vaccum ON time out,[M40326][CV1]真空吸超時
OHCV_5,327,2,[M40327][CV1]Vaccum OFF time out,[M40327][CV1]真空破超時
OHCV_5,328,2,[M40328][CV1]Electric Cylinder PSN.1 time out,[M40328][CV1]電動缸位置1超時
OHCV_5,329,2,[M40329][CV1]Electric Cylinder PSN.2 time out,[M40329][CV1]電動缸位置2超時
OHCV_5,330,2,[M40330][CV1]Electric Cylinder PSN.3 time out,[M40330][CV1]電動缸位置3超時
OHCV_5,331,2,[M40331][CV1]Electric Cylinder PSN.4 time out,[M40331][CV1]電動缸位置4超時
OHCV_5,332,2,[M40332][CV1]Abnormal upstream entry,[M40332][CV1]上游異常進入
OHCV_5,333,2,[M40333][CV1]Downstream abnormal entry,[M40333][CV1]下游異常進入
OHCV_5,334,2,[M40334][CV1]Maintance door open,[M40334][CV1]維修門開啟
OHCV_5,335,2,[M40335][CV1]Task action repetition,[M40335][CV1]任務動作重複
OHCV_5,336,2,[M40336][CV1]Idle things,[M40336][CV1]空運轉有物
OHCV_5,337,2,[M40337][CV1]Handshake time out,[M40337][CV1]交握動作超時
OHCV_5,338,2,[M40338][CV1]Active time out,[M40338][CV1]動作超時
OHCV_5,339,2,[M40339][CV1]Active time out,[M40339][CV1]動作超時
OHCV_5,340,2,[M40340][CV1]Abnormal upstream handshake,[M40340][CV1]上游交握異常
OHCV_5,341,2,[M40341][CV1]Downstream handshake abnormal,[M40341][CV1]下游交握異常
OHCV_5,342,2,[M40342][CV1]OP put in BOX Postion error,[M40342][CV1]人員投入BOX位置異常
OHCV_5,343,2,[M40343][CV1]Received positioning timeout,[M40343][CV1]受入定位超時
OHCV_5,344,2,[M40344][CV1]Programing time out,[M40344][CV1]程序動作超時
OHCV_5,345,2,[M40345][CV1]Action task repetition,[M40345][CV1]動作任務重複
OHCV_5,346,2,[M40346][CV1]I/F PIO  Alarm,[M40346][CV1]I/F訊號殘留 
OHCV_5,347,2,[M40347][CV1],[M40347][CV1]
OHCV_5,348,2,[M40348][CV1],[M40348][CV1]
OHCV_5,349,2,[M40349][CV1],[M40349][CV1]
OHCV_5,350,2,[M40350][CV1]Power is not activated,[M40350][CV1]動力未啟動
OHCV_5,351,2,[M40351][CV1]TP1 Timeout,[M40351][CV1]TP1超時警報
OHCV_5,352,2,[M40352][CV1]SV motor error,[M40352][CV1]伺服異常警報
OHCV_5,353,2,[M40353][CV1],[M40353][CV1]
OHCV_5,354,2,[M40354][CV1],[M40354][CV1]
OHCV_5,355,2,[M40355][CV1]VCR error,[M40355][CV1]VCR異常警報
OHCV_5,356,2,[M40356][CV1]RFID error,[M40356][CV1]RFID異常警報
OHCV_5,357,2,[M40357][CV1],[M40357][CV1]
OHCV_5,358,2,[M40358][CV1]Postion 1 Sensor not ON,[M40358][CV1]位置1Sensor未ON
OHCV_5,359,2,[M40359][CV1]Postion 2 Sensor not ON,[M40359][CV1]位置2Sensor未ON
OHCV_5,360,2,[M40360][CV1]Postion 3 Sensor not ON,[M40360][CV1]位置3Sensor未ON
OHCV_5,361,2,[M40361][CV1]Postion 4 Sensor not ON,[M40361][CV1]位置4Sensor未ON
OHCV_5,362,2,[M40362][CV1]Postion 5 Sensor not ON,[M40362][CV1]位置5Sensor未ON
OHCV_5,363,2,[M40363][CV1]Postion 6 Sensor not ON,[M40363][CV1]位置6Sensor未ON
OHCV_5,364,2,[M40364][CV1]Postion 7 Sensor not ON,[M40364][CV1]位置7Sensor未ON
OHCV_5,365,2,[M40365][CV1]Postion 8 Sensor not ON,[M40365][CV1]位置8Sensor未ON
OHCV_5,366,2,[M40366][CV1]  0° Sensor not ON,[M40366][CV1]  0度Sensor未ON
OHCV_5,367,2,[M40367][CV1] 90° Sensor not ON,[M40367][CV1] 90度Sensor未ON
OHCV_5,368,2,[M40368][CV1]180° Sensor not ON,[M40368][CV1]180度Sensor未ON
OHCV_5,369,2,[M40369][CV1]270° Sensor not ON,[M40369][CV1]270度Sensor未ON
OHCV_5,370,2,[M40370][CV1]BCR 15min auto 2 times,[M40370][CV1]BCR15min內讀取失敗2次
OHCV_5,371,2,[M40371][CV1],[M40371][CV1]
OHCV_5,372,2,[M40372][CV1],[M40372][CV1]
OHCV_5,373,2,[M40373][CV1],[M40373][CV1]
OHCV_5,374,2,[M40374][CV1],[M40374][CV1]
OHCV_5,375,2,[M40375][CV1],[M40375][CV1]
OHCV_5,376,2,[M40376][CV1],[M40376][CV1]
OHCV_5,377,2,[M40377][CV1],[M40377][CV1]
OHCV_5,378,2,[M40378][CV1]Electric Cylinder PSN.1 Sensor not ON,[M40378][CV1]電動缸位置1Sensor未ON
OHCV_5,379,2,[M40379][CV1]Electric Cylinder PSN.2 Sensor not ON,[M40379][CV1]電動缸位置2Sensor未ON
OHCV_5,380,2,[M40380][CV1]Electric Cylinder PSN.3 Sensor not ON,[M40380][CV1]電動缸位置3Sensor未ON
OHCV_5,381,2,[M40381][CV1]Electric Cylinder PSN.4 Sensor not ON,[M40381][CV1]電動缸位置4Sensor未ON
OHCV_5,382,2,[M40382][CV1],[M40382][CV1]
OHCV_5,383,2,[M40383][CV1],[M40383][CV1]
OHCV_5,384,2,[M40384][CV1],[M40384][CV1]
OHCV_5,385,2,[M40385][CV1],[M40385][CV1]
OHCV_5,386,2,[M40386][CV1],[M40386][CV1]
OHCV_5,387,2,[M40387][CV1],[M40387][CV1]
OHCV_5,388,2,[M40388][CV1],[M40388][CV1]
OHCV_5,389,2,[M40389][CV1],[M40389][CV1]
OHCV_5,390,2,[M40390][CV1],[M40390][CV1]
OHCV_5,391,2,[M40391][CV1],[M40391][CV1]
OHCV_5,392,2,[M40392][CV1],[M40392][CV1]
OHCV_5,393,2,[M40393][CV1],[M40393][CV1]
OHCV_5,394,2,[M40394][CV1],[M40394][CV1]
OHCV_5,395,2,[M40395][CV1],[M40395][CV1]
OHCV_5,396,2,[M40396][CV1],[M40396][CV1]
OHCV_5,397,2,[M40397][CV1],[M40397][CV1]
OHCV_5,398,2,[M40398][CV1],[M40398][CV1]
OHCV_5,399,2,[M40399][CV1],[M40399][CV1]
OHCV_5,400,2,[M40400][CV3]BOX Without Data,[M40400][CV3]BOX Without Data
OHCV_5,401,2,[M40401][CV3]Data Without BOX,[M40401][CV3]Data Without BOX
OHCV_5,402,2,[M40402][CV3]Receiveing time out,[M40402][CV3]受入超時
OHCV_5,403,2,[M40403][CV3]Sending time out,[M40403][CV3]送出超時
OHCV_5,404,2,[M40404][CV3]Postion 1 time out,[M40404][CV3]位置1超時
OHCV_5,405,2,[M40405][CV3]Postion 2 time out,[M40405][CV3]位置2超時
OHCV_5,406,2,[M40406][CV3]Postion 3 time out,[M40406][CV3]位置3超時
OHCV_5,407,2,[M40407][CV3]Postion 4 time out,[M40407][CV3]位置4超時
OHCV_5,408,2,[M40408][CV3]Postion 5 time out,[M40408][CV3]位置5超時
OHCV_5,409,2,[M40409][CV3]Stage SNR status abnormal,[M40409][CV3]荷有狀態異常
OHCV_5,410,2,[M40410][CV3]Postion 7 time out,[M40410][CV3]位置7超時
OHCV_5,411,2,[M40411][CV3]Postion 8 time out,[M40411][CV3]位置8超時
OHCV_5,412,2,[M40412][CV3]Postion 9 time out,[M40412][CV3]位置9超時
OHCV_5,413,2,[M40413][CV3]Postion 10 time out,[M40413][CV3]位置10超時
OHCV_5,414,2,[M40414][CV3]Postion 11 time out,[M40414][CV3]位置11超時
OHCV_5,415,2,[M40415][CV3]Postion 12 time out,[M40415][CV3]位置12超時
OHCV_5,416,2,[M40416][CV3]  0° time out,[M40416][CV3]  0度超時
OHCV_5,417,2,[M40417][CV3] 90° time out,[M40417][CV3] 90度超時
OHCV_5,418,2,[M40418][CV3]180° time out,[M40418][CV3]180度超時
OHCV_5,419,2,[M40419][CV3]270° time out,[M40419][CV3]270度超時
OHCV_5,420,2,[M40420][CV3]PIN up time out,[M40420][CV3]PIN上位超時
OHCV_5,421,2,[M40421][CV3]PIN down time out,[M40421][CV3]PIN下位超時
OHCV_5,422,2,[M40422][CV3],[M40422][CV3]
OHCV_5,423,2,[M40423][CV3],[M40423][CV3]
OHCV_5,424,2,[M40424][CV3],[M40424][CV3]
OHCV_5,425,2,[M40425][CV3],[M40425][CV3]
OHCV_5,426,2,[M40426][CV3]Vaccum ON time out,[M40426][CV3]真空吸超時
OHCV_5,427,2,[M40427][CV3]Vaccum OFF time out,[M40427][CV3]真空破超時
OHCV_5,428,2,[M40428][CV3]Electric Cylinder PSN.1 time out,[M40428][CV3]電動缸位置1超時
OHCV_5,429,2,[M40429][CV3]Electric Cylinder PSN.2 time out,[M40429][CV3]電動缸位置2超時
OHCV_5,430,2,[M40430][CV3]Electric Cylinder PSN.3 time out,[M40430][CV3]電動缸位置3超時
OHCV_5,431,2,[M40431][CV3]Electric Cylinder PSN.4 time out,[M40431][CV3]電動缸位置4超時
OHCV_5,432,2,[M40432][CV3]Abnormal upstream entry,[M40432][CV3]上游異常進入
OHCV_5,433,2,[M40433][CV3]Downstream abnormal entry,[M40433][CV3]下游異常進入
OHCV_5,434,2,[M40434][CV3]Maintance door open,[M40434][CV3]維修門開啟
OHCV_5,435,2,[M40435][CV3]Task action repetition,[M40435][CV3]任務動作重複
OHCV_5,436,2,[M40436][CV3]Idle things,[M40436][CV3]空運轉有物
OHCV_5,437,2,[M40437][CV3]Handshake time out,[M40437][CV3]交握動作超時
OHCV_5,438,2,[M40438][CV3]Active time out,[M40438][CV3]動作超時
OHCV_5,439,2,[M40439][CV3]Active time out,[M40439][CV3]動作超時
OHCV_5,440,2,[M40440][CV3]Abnormal upstream handshake,[M40440][CV3]上游交握異常
OHCV_5,441,2,[M40441][CV3]Downstream handshake abnormal,[M40441][CV3]下游交握異常
OHCV_5,442,2,[M40442][CV3],[M40442][CV3]
OHCV_5,443,2,[M40443][CV3]Received positioning timeout,[M40443][CV3]受入定位超時
OHCV_5,444,2,[M40444][CV3]Programing time out,[M40444][CV3]程序動作超時
OHCV_5,445,2,[M40445][CV3]Action task repetition,[M40445][CV3]動作任務重複
OHCV_5,446,2,[M40446][CV3],[M40446][CV3]
OHCV_5,447,2,[M40447][CV3],[M40447][CV3]
OHCV_5,448,2,[M40448][CV3],[M40448][CV3]
OHCV_5,449,2,[M40449][CV3],[M40449][CV3]
OHCV_5,450,2,[M40450][CV3]Power is not activated,[M40450][CV3]動力未啟動
OHCV_5,451,2,[M40451][CV3],[M40451][CV3]
OHCV_5,452,2,[M40452][CV3]SV motor error,[M40452][CV3]伺服異常警報
OHCV_5,453,2,[M40453][CV3],[M40453][CV3]
OHCV_5,454,2,[M40454][CV3],[M40454][CV3]
