OBJECT_ID,ALARM_ID,ALARM_LVL,ALARM_DESC,ALARM_DESC_TW
Charger2,78,2,,
Charger2,79,2,,
Charger2,80,1,Charger abnormal,[INCOM-1] 充電機 異常
Charger2,81,2,Charger communication is abnormal,[INCOM-1] 充電機 通訊異常
Charger2,82,2,Abnormal power supply of the charger,[INCOM-1] 充電機 送電異常
Charger2,83,2,Charger output current,[INCOM-1] 充電機 輸出電流無
Charger2,84,2,Charger Non-power transmission process No load power transmission abnormal,[INCOM-1] 充電機 非送電流程 無負載送電異常
Charger2,85,2,,
Charger2,86,2,,
Charger2,87,2,,
Charger2,88,2,,
Charger2,89,2,,
Charger2,90,2,,
Charger2,91,2,,
Charger2,92,2,,
Charger2,93,2,,
Charger2,94,2,,
Charger2,95,2,,
Charger2,10201,1,Coupler position not safety,
Charger3,96,2,Charging pile. no abnormalities in receiving and sending out,[PHOTO-2] 充電樁 受入送出動作無 異常
Charger3,97,2,Charging pile motor forward inspection abnormal,[PHOTO-2] 充電樁 馬達前進檢 異常
Charger3,98,2,Charging pile motor back check abnormal,[PHOTO-2] 充電樁 馬達後退檢 異常
Charger3,99,2,Charging pile motor abnormal,[PHOTO-2] 充電樁 馬達異常
Charger3,100,2,Charging pile charging control abnormal,[PHOTO-2] 充電樁 充電控制 異常
Charger3,101,2,Charging pile distance perception abnormal,[PHOTO-2] 充電樁 距離感知 異常
Charger3,102,2,Charging pile temperature perception abnormal,[PHOTO-2] 充電樁 溫度感知 異常
Charger3,103,1,Charging pile measuring voltage at the front end,[PHOTO-2] 充電樁 前進端量測電壓無
Charger3,104,2,Charging pile The charging head is not positioned,[PHOTO-2] 充電樁 充電頭未定位
Charger3,105,2,Charger execution command timeout,[PHOTO-2] 充電機 執行指令超時
Charger3,106,2,,
Charger3,107,2,,
Charger3,108,2,,
Charger3,109,2,,
Charger3,110,2,,
Charger3,111,2,,
Charger3,112,2,Charger abnormal,[PHOTO-2] 充電機 異常
Charger3,113,2,Charger communication is abnormal,[PHOTO-2] 充電機 通訊異常
Charger3,114,2,Abnormal power supply of the charger,[PHOTO-2] 充電機 送電異常
Charger3,115,2,Charger output current,[PHOTO-2] 充電機 輸出電流無
Charger3,116,2,Charger Non-power transmission process No load power transmission abnormal,[PHOTO-2] 充電機 非送電流程 無負載送電異常
Charger3,117,2,,
Charger3,118,2,,
Charger3,119,2,,
Charger3,120,2,,
Charger3,121,2,,
Charger3,122,2,,
Charger3,123,2,,
Charger3,124,2,,
Charger3,125,2,,
Charger3,126,2,,
Charger3,127,2,,
Charger3,10201,1,Coupler position not safety,
Charger4,128,2,Charging pile. no abnormalities in receiving and sending out,[PHOTO-1] 充電樁 受入送出動作無 異常
Charger4,129,2,Charging pile motor forward inspection abnormal,[PHOTO-1] 充電樁 馬達前進檢 異常
Charger4,130,2,Charging pile motor back check abnormal,[PHOTO-1] 充電樁 馬達後退檢 異常
Charger4,131,2,Charging pile motor abnormal,[PHOTO-1] 充電樁 馬達異常
Charger4,132,2,Charging pile charging control abnormal,[PHOTO-1] 充電樁 充電控制 異常
Charger4,133,2,Charging pile distance perception abnormal,[PHOTO-1] 充電樁 距離感知 異常
Charger4,134,2,Charging pile temperature perception abnormal,[PHOTO-1] 充電樁 溫度感知 異常
Charger4,135,1,Charging pile measuring voltage at the front end,[PHOTO-1] 充電樁 前進端量測電壓無
Charger4,136,2,Charging pile The charging head is not positioned,[PHOTO-1] 充電樁 充電頭未定位
Charger4,137,2,Charger execution command timeout,[PHOTO-1] 充電機 執行指令超時
Charger4,138,2,,
Charger4,139,2,,
Charger4,140,2,,
Charger4,141,2,,
Charger4,142,2,,
Charger4,143,2,,
Charger4,144,2,Charger abnormal,[PHOTO-1] 充電機 充電機 異常
Charger4,145,2,Charger communication is abnormal,[PHOTO-1] 充電機 充電機 通訊異常
Charger4,146,2,Abnormal power supply of the charger,[PHOTO-1] 充電機 充電機 送電異常
Charger4,147,2,Charger output current,[PHOTO-1] 充電機 充電機 輸出電流無
Charger4,148,2,Charger Non-power transmission process No load power transmission abnormal,[PHOTO-1] 充電機 非送電流程 無負載送電異常
Charger4,149,2,,
Charger4,150,2,,
Charger4,151,2,,
Charger4,152,2,,
Charger4,153,2,,
Charger4,154,2,,
Charger4,155,2,,
Charger4,156,2,,
Charger4,157,2,,
Charger4,158,2,,
Charger4,159,2,,
Charger4,10201,1,Coupler position not safety,
Charger5,160,2,Charging pile. no abnormalities in receiving and sending out,[PHOTO-A-2] 充電樁 受入送出動作無 異常
Charger5,161,2,Charging pile motor forward inspection abnormal,[PHOTO-A-2] 充電樁 馬達前進檢 異常
Charger5,162,2,Charging pile motor back check abnormal,[PHOTO-A-2] 充電樁 馬達後退檢 異常
Charger5,163,2,Charging pile motor abnormal,[PHOTO-A-2] 充電樁 馬達異常
Charger5,164,2,Charging pile charging control abnormal,[PHOTO-A-2] 充電樁 充電控制 異常
Charger5,165,2,Charging pile distance perception abnormal,[PHOTO-A-2] 充電樁 距離感知 異常
Charger5,166,2,Charging pile temperature perception abnormal,[PHOTO-A-2] 充電樁 溫度感知 異常
Charger5,167,1,Charging pile measuring voltage at the front end,[PHOTO-A-2] 充電樁 前進端量測電壓無
Charger5,168,2,Charging pile The charging head is not positioned,[PHOTO-A-2] 充電樁 充電頭未定位
Charger5,169,2,Charger execution command timeout,[PHOTO-A-2] 充電機 執行指令超時
Charger5,170,2,,
Charger5,171,2,,
Charger5,172,2,,
Charger5,173,2,,
Charger5,174,2,,
Charger5,175,2,,
Charger5,176,2,Charger abnormal,[PHOTO-A-2] 充電機 異常
Charger5,177,2,Charger communication is abnormal,[PHOTO-A-2] 充電機 通訊異常
Charger5,178,2,Abnormal power supply of the charger,[PHOTO-A-2] 充電機 送電異常
Charger5,179,2,Charger output current,[PHOTO-A-2] 充電機 輸出電流無
Charger5,180,2,Charger Non-power transmission process No load power transmission abnormal,[PHOTO-A-2] 充電機 非送電流程 無負載送電異常
Charger5,181,2,,
Charger5,182,2,,
Charger5,183,2,,
Charger5,184,2,,
Charger5,185,2,,
Charger5,186,2,,
Charger5,187,2,,
Charger5,188,2,,
Charger5,189,2,,
Charger5,190,2,,
Charger5,191,2,,
Charger5,10201,1,Coupler position not safety,
Charger6,192,2,Charging pile. no abnormalities in receiving and sending out,[PLATER-1] 充電樁 受入送出動作無 異常
Charger6,193,2,Charging pile motor forward inspection abnormal,[PLATER-1] 充電樁 馬達前進檢 異常
Charger6,194,2,Charging pile motor back check abnormal,[PLATER-1] 充電樁 馬達後退檢 異常
Charger6,195,2,Charging pile motor abnormal,[PLATER-1] 充電樁 馬達異常
Charger6,196,2,Charging pile charging control abnormal,[PLATER-1] 充電樁 充電控制 異常
Charger6,197,2,Charging pile distance perception abnormal,[PLATER-1] 充電樁 距離感知 異常
Charger6,198,2,Charging pile temperature perception abnormal,[PLATER-1] 充電樁 溫度感知 異常
Charger6,199,1,Charging pile measuring voltage at the front end,[PLATER-1] 充電樁 前進端量測電壓無
Charger6,200,2,Charging pile The charging head is not positioned,[PLATER-1] 充電樁 充電頭未定位
Charger6,201,2,Charger execution command timeout,[PLATER-1] 充電機 執行指令超時
Charger6,202,2,,
Charger6,203,2,,
Charger6,204,2,,
Charger6,205,2,,
Charger6,206,2,,
Charger6,207,2,,
Charger6,208,2,Charger abnormal,[PLATER-1] 充電機 異常
Charger6,209,2,Charger communication is abnormal,[PLATER-1] 充電機 通訊異常
Charger6,210,2,Abnormal power supply of the charger,[PLATER-1] 充電機 送電異常
Charger6,211,2,Charger output current,[PLATER-1] 充電機 輸出電流無
Charger6,212,2,Charger Non-power transmission process No load power transmission abnormal,[PLATER-1] 充電機 非送電流程 無負載送電異常
Charger6,213,2,,
Charger6,214,2,,
Charger6,215,2,,
Charger6,216,2,,
Charger6,217,2,,
Charger6,218,2,,
Charger6,219,2,,
Charger6,220,2,,
Charger6,221,2,,
Charger6,222,2,,
Charger6,223,2,,
Charger6,10201,1,Coupler position not safety,
Charger7,224,2,Charging pile. no abnormalities in receiving and sending out,[COUP-H5] 充電樁 受入送出動作無 異常
Charger7,225,2,Charging pile motor forward inspection abnormal,[COUP-H5] 充電樁 馬達前進檢 異常
Charger7,226,2,Charging pile motor back check abnormal,[COUP-H5] 充電樁 馬達後退檢 異常
Charger7,227,2,Charging pile motor abnormal,[COUP-H5] 充電樁 馬達異常
Charger7,228,2,Charging pile charging control abnormal,[COUP-H5] 充電樁 充電控制 異常
Charger7,229,2,Charging pile distance perception abnormal,[COUP-H5] 充電樁 距離感知 異常
Charger7,230,2,Charging pile temperature perception abnormal,[COUP-H5] 充電樁 溫度感知 異常
Charger7,231,1,Charging pile measuring voltage at the front end,[COUP-H5] 充電樁 前進端量測電壓無
Charger7,232,2,Charging pile The charging head is not positioned,[COUP-H5] 充電樁 充電頭未定位
Charger7,233,2,Charger execution command timeout,[COUP-H5] 充電機 執行指令超時
Charger7,234,2,,
Charger7,235,2,,
Charger7,236,2,,
Charger7,237,2,,
Charger7,238,2,,
Charger7,239,2,,
Charger7,240,2,Charger abnormal,[COUP-H5] 充電機 異常
Charger7,241,2,Charger communication is abnormal,[COUP-H5] 充電機 通訊異常
Charger7,242,2,Abnormal power supply of the charger,[COUP-H5] 充電機 送電異常
Charger7,243,2,Charger output current,[COUP-H5] 充電機 輸出電流無
Charger7,244,2,Charger Non-power transmission process No load power transmission abnormal,[COUP-H5] 充電機 非送電流程 無負載送電異常
Charger7,245,2,,
Charger7,246,2,,
Charger7,247,2,,
Charger7,248,2,,
Charger7,249,2,,
Charger7,250,2,,
Charger7,251,2,,
Charger7,252,2,,
Charger7,253,2,,
Charger7,254,2,,
Charger7,255,2,,
Charger7,10201,1,Coupler position not safety,
Charger8,256,2,Charging pile. no abnormalities in receiving and sending out,[STK-1] 充電樁 受入送出動作無 異常
Charger8,257,2,Charging pile motor forward inspection abnormal,[STK-1] 充電樁 馬達前進檢 異常
Charger8,258,2,Charging pile motor back check abnormal,[STK-1] 充電樁 馬達後退檢 異常
Charger8,259,2,Charging pile motor abnormal,[STK-1] 充電樁 馬達異常
Charger8,260,2,Charging pile charging control abnormal,[STK-1] 充電樁 充電控制 異常
Charger8,261,2,Charging pile distance perception abnormal,[STK-1] 充電樁 距離感知 異常
Charger8,262,2,Charging pile temperature perception abnormal,[STK-1] 充電樁 溫度感知 異常
Charger8,263,1,Charging pile measuring voltage at the front end,[STK-1] 充電樁 前進端量測電壓無
Charger8,264,2,Charging pile The charging head is not positioned,[STK-1] 充電樁 充電頭未定位
Charger8,265,2,Charger execution command timeout,[STK-1] 充電機 執行指令超時
Charger8,266,2,,
Charger8,267,2,,
Charger8,268,2,,
Charger8,269,2,,
Charger8,270,2,,
Charger8,271,2,,
Charger8,272,2,Charger abnormal,[STK-1] 充電機 異常
Charger8,273,2,Charger communication is abnormal,[STK-1] 充電機 通訊異常
Charger8,274,2,Abnormal power supply of the charger,[STK-1] 充電機 送電異常
Charger8,275,2,Charger output current,[STK-1] 充電機 輸出電流無
Charger8,276,2,Charger Non-power transmission process No load power transmission abnormal,[STK-1] 充電機 非送電流程 無負載送電異常
Charger8,277,2,,
Charger8,278,2,,
Charger8,279,2,,
Charger8,280,2,,
Charger8,281,2,,
Charger8,282,2,,
Charger8,283,2,,
Charger8,284,2,,
Charger8,285,2,,
Charger8,286,2,,
Charger8,287,2,,
Charger8,10201,1,Coupler position not safety,
Charger9,288,2,Charging pile. no abnormalities in receiving and sending out,[SPUTTER-1] 充電樁 受入送出動作無 異常
Charger9,289,2,Charging pile motor forward inspection abnormal,[SPUTTER-1] 充電樁 馬達前進檢 異常
Charger9,290,2,Charging pile motor back check abnormal,[SPUTTER-1] 充電樁 馬達後退檢 異常
Charger9,291,2,Charging pile motor abnormal,[SPUTTER-1] 充電樁 馬達異常
Charger9,292,2,Charging pile charging control abnormal,[SPUTTER-1] 充電樁 充電控制 異常
Charger9,293,2,Charging pile distance perception abnormal,[SPUTTER-1] 充電樁 距離感知 異常
Charger9,294,2,Charging pile temperature perception abnormal,[SPUTTER-1] 充電樁 溫度感知 異常
Charger9,295,1,Charging pile measuring voltage at the front end,[SPUTTER-1] 充電樁 前進端量測電壓無
Charger9,296,2,Charging pile The charging head is not positioned,[SPUTTER-1] 充電樁 充電頭未定位
Charger9,297,2,Charger execution command timeout,[SPUTTER-1] 充電機 執行指令超時
Charger9,298,2,,
Charger9,299,2,,
Charger9,300,2,,
Charger9,301,2,,
Charger9,302,2,,
Charger9,303,2,,
Charger9,304,2,Charger abnormal,[SPUTTER-1] 充電機 異常
Charger9,305,2,Charger communication is abnormal,[SPUTTER-1] 充電機 通訊異常
Charger9,306,2,Abnormal power supply of the charger,[SPUTTER-1] 充電機 送電異常
Charger9,307,2,Charger output current,[SPUTTER-1] 充電機 輸出電流無
Charger9,308,2,Charger Non-power transmission process No load power transmission abnormal,[SPUTTER-1] 充電機 非送電流程 無負載送電異常
Charger9,309,2,,
Charger9,310,2,,
Charger9,311,2,,
Charger9,312,2,,
Charger9,313,2,,
Charger9,314,2,,
Charger9,315,2,,
Charger9,316,2,,
Charger9,317,2,,
Charger9,318,2,,
Charger9,319,2,,
Charger9,10201,1,Coupler position not safety,
Charger10,320,2,Charging pile. no abnormalities in receiving and sending out,[SPUTTER-2] 充電樁 受入送出動作無 異常
Charger10,321,2,Charging pile motor forward inspection abnormal,[SPUTTER-2] 充電樁 馬達前進檢 異常
Charger10,322,2,Charging pile motor back check abnormal,[SPUTTER-2] 充電樁 馬達後退檢 異常
Charger10,323,2,Charging pile motor abnormal,[SPUTTER-2] 充電樁 馬達異常
Charger10,324,2,Charging pile charging control abnormal,[SPUTTER-2] 充電樁 充電控制 異常
Charger10,325,2,Charging pile distance perception abnormal,[SPUTTER-2] 充電樁 距離感知 異常
Charger10,326,2,Charging pile temperature perception abnormal,[SPUTTER-2] 充電樁 溫度感知 異常
Charger10,327,1,Charging pile measuring voltage at the front end,[SPUTTER-2] 充電樁 前進端量測電壓無
Charger10,328,2,Charging pile The charging head is not positioned,[SPUTTER-2] 充電樁 充電頭未定位
Charger10,329,2,Charger execution command timeout,[SPUTTER-2] 充電機 執行指令超時
Charger10,330,2,,
Charger10,331,2,,
Charger10,332,2,,
Charger10,333,2,,
Charger10,334,2,,
Charger10,335,2,,
Charger10,336,2,Charger abnormal,[SPUTTER-2] 充電機 異常
Charger10,337,2,Charger communication is abnormal,[SPUTTER-2] 充電機 通訊異常
Charger10,338,2,Abnormal power supply of the charger,[SPUTTER-2] 充電機 送電異常
Charger10,339,2,Charger output current,[SPUTTER-2] 充電機 輸出電流無
Charger10,340,2,Charger Non-power transmission process No load power transmission abnormal,[SPUTTER-2] 充電機 非送電流程 無負載送電異常
Charger10,341,2,,
Charger10,342,2,,
Charger10,343,2,,
Charger10,344,2,,
Charger10,345,2,,
Charger10,346,2,,
Charger10,347,2,,
Charger10,348,2,,
Charger10,349,2,,
Charger10,350,2,,
Charger10,351,2,,
Charger10,10201,1,Coupler position not safety,
AGV_NODE,14024494,2,Overcurrent in DCBUS,DCBUS? 過電流
AGV_NODE,14004409,2,Failed to turn into Safe OP Mode in the EtherCAT Loop.,EtherCAT無法進入安全操作模式
AGV_NODE,14006882,2,Calculating the generalized Cartesian force acting on robot's TCP failed,計算作用於工具中心點上的卡氏空間廣義施力
AGV_NODE,14004407,2,Clear Robot Alarm Failure,無法清除軸關節警報
AGV_NODE,14004406,2,Absolution Position Calibration Failure in the Joint Drivers.,軸關節驅動器絕對位置校正失敗
AGV_NODE,14004405,2,Joint Drivers Alarm,軸關節驅動器警報
AGV_NODE,14004403,2,TCP Speed over the criterion on the manual mode,在手動模式教導中，終端速度超過安全速度
AGV_NODE,14004402,2,Disconnect with safety monitor module,監控模組失聯
AGV_NODE,14004401,2,Safety function initialized failure,初始化安全功能失敗
AGV_NODE,14004400,2,"Over Current in the Power Supply 24V, I/O Board Alarm","輸出入控制板,24V電源使用超出限定電流"
AGV_NODE,14004375,2,"Forward Kinematics Failure, Interpolation Points Issue",點位插補時順向運動學失敗
AGV_NODE,14004374,2,Motion Failure due to Max Points Counts Issue in the NURBS,以時間長短為運動參數的計算錯誤
AGV_NODE,14004377,2,Timeout in Steady State Error in Motion Process.,等待誤差收斂逾時
AGV_NODE,14004376,2,Inverse Jacobian Matrices Failure jacobian,逆矩陣失敗
AGV_NODE,14004371,2,PTP function Failure in Driver,驅動器點對點模式失敗
AGV_NODE,14004370,2,"Inverse Kinematics Failure, Interpolation Points Issue",點位插補時，逆向運動學失敗
AGV_NODE,14004373,2,Create Circle Path Failed,圓形軌跡產生失敗
AGV_NODE,14004372,2,Over Range Between the Interpolation Points,插補點位間隔過大
AGV_NODE,14000035,2,Arm_GripperObject1,Arm_GripperObject1(手臂_夾爪物件種類1)
AGV_NODE,14004378,2,Motion Failure when Moving at Constant Speed,執行等速移動的時發生錯誤
AGV_NODE,14024492,2,The initial angle of three phase of motor is not correct,馬達三相初始相角錯誤
AGV_NODE,13004145,2,AutoWhenE84On,AutoWhenE84On
AGV_NODE,13004144,2,AutoWhenNotStandby,AutoWhenNotStandby
AGV_NODE,13004147,2,movewhengrip,movewhengrip
AGV_NODE,13004146,2,ChargingWhenE84Off,ChargingWhenE84Off
AGV_NODE,13004149,2,RobotCmdInManualMode,RobotCmdInManualMode
AGV_NODE,13004148,2,LeaveStationFail,LeaveStationFail
AGV_NODE,14004408,2,Failed to turn Servo On in Joint Driver,軸關節伺服啟動失敗
AGV_NODE,14065290,2,[Error][Safety Function]J2 Velocity exceeds limit,第 2 軸速度超過限制
AGV_NODE,14019228,2,[Error][External Device]Force-Torque sensor open failed,力感測器裝置開啟失敗
AGV_NODE,13004131,2,LoadUnloadNotReady,LoadUnloadNotReady
AGV_NODE,12000069,2,ES off.,ES off.(請確認EQ端訊號)
AGV_NODE,14016428,2,[System][Error]Project Compile failed,專案編譯有誤
AGV_NODE,14016429,2,[Error][System]Project Run failed,專案執行錯誤
AGV_NODE,14016426,2,[Error][Flow]Project does not exist,沒有這樣的專案
AGV_NODE,14016427,2,[System][Error]Project File Load Error,專案加載錯誤
AGV_NODE,14016424,2,Project Is Running,專案正在運行
AGV_NODE,14016425,2,Project Is Editing,專案正在編輯
AGV_NODE,14016422,2,Robot Cmd failed,手臂控制指令執行失敗
AGV_NODE,14016423,2,[Error][External Device]USB Error,存在 USB 無法執行專案
AGV_NODE,14016420,2,Internal Error,內部錯誤
AGV_NODE,14016421,2,Incorrect Control Mode,控制器模式不正確
AGV_NODE,14005725,2,Rotate around Z axis failed,手臂繞工具 Z 軸旋轉失敗
AGV_NODE,14005724,2,Move along X axis failed,手臂沿工具 X 軸移動失敗
AGV_NODE,14005727,2,Set EIH transform failed,設定 EIH 轉換矩陣失敗
AGV_NODE,14005726,2,Get EIH transform failed,取得 EIH 轉換矩陣失敗
AGV_NODE,14005721,2,Illegal camera extrinsic parameter matrix,相機內部參數矩陣錯誤
AGV_NODE,14005720,2,Record each robot and camera posture in EIH calibration failed,"於 EIH? 校正程序中,紀錄手臂與相機姿態組失敗"
AGV_NODE,14065479,2,Runin process R2: AB signal is NG,Runin R2 UVWABZ 訊號確認? - AB 訊號個數不對
AGV_NODE,14065478,2,Runin process R2: the sequence of UVW is NG,Runin R2 UVWABZ 訊號確認? - UVW 訊號順序錯誤
AGV_NODE,14065477,2,Runin process R2: W signal NG,Runin R2 UVWABZ 訊號確認? - W 訊號個數異常
AGV_NODE,14065476,2,Runin process R2: V signal NG,Runin R2 UVWABZ 訊號確認? - V 訊號個數異常
AGV_NODE,14065475,2,Runin process R2: U signal NG,Runin R2 UVWABZ 訊號確認? - U 訊號個數異常
AGV_NODE,14065474,2,Runin process R2: multi Z index happened,Runin R2 UVWABZ 訊號確認? -? 一圈出現多個 Z
AGV_NODE,14065473,2,Runin process R2: Z index miss,Runin R2 UVWABZ 訊號確認? -? 沒有 Z 訊號
AGV_NODE,14065472,2,The deviation is too high when initializing joint coordinate,"轉換絕對位置時,第 2,3 相偏差過大"
AGV_NODE,12008263,2,GO off.,GO off.(請確認EQ端訊號)
AGV_NODE,12008262,2,ES off.,ES off.(請確認EQ端訊號)
AGV_NODE,14004458,2,It is a test command to disconnect with safety monitor board,停止與安全監控版通訊
AGV_NODE,13008336,2,WrongRunningID,WrongRunningID
AGV_NODE,14065511,2,Runin process: the process of g sensor calibration is NG,Runin: 加速規校正過程出錯(產線生產使用)
AGV_NODE,14000272,2,Arm_LDULD_Sensor_Check_NG,Arm_LDULD_Sensor_Check_NG(LD_ULD時Sensor異常)
AGV_NODE,14012289,2,[Error][User Setting]Invalid plane points,無效的平面設定點位
AGV_NODE,14017409,2,Actioner Run failed,Actioner 執行失敗
AGV_NODE,14017408,2,Actioner Start failed,Actioner 啟動失敗
AGV_NODE,11000048,2,Arm_VisionFixedFail,Arm_VisionFixedFail
AGV_NODE,11000147,2,Arm_RBMoveing_DI2_Fash,Arm_RBMoveing_DI2_Fash
AGV_NODE,14065515,2,[Hardware][Error]The voltage of 12V is NG,
AGV_NODE,14024519,2,Runin process R2: AB signal is NG,Runin R2 UVWABZ 訊號確認? - AB 訊號個數不對
AGV_NODE,15000001,2,BatteryPortOpenFail,BatteryPortOpenFail
AGV_NODE,14017028,2,"ProxyServer initialize failure, SystemFile error",Server 啟動 SystemFile 失敗
AGV_NODE,14012549,2,Invalid Point,無效的點位
AGV_NODE,14005026,2,Quaternion setting failed,四元素設定失敗
AGV_NODE,14005027,2,Quaternion transfer to angle-axis failed,四元素轉換成角-軸表示法失敗
AGV_NODE,14005024,2,Illegal dimension of a quaternion,四元素維度錯誤
AGV_NODE,14024529,2,The data is abnormal when reading magnetic encoder.,磁性編碼器資料讀取異常
AGV_NODE,14005022,2,No initial guessing matrix,沒有初始值矩陣
AGV_NODE,14005023,2,Transform type mismatch,轉換類別錯誤
AGV_NODE,14005020,2,Specific axis are parallel,某些特定向量軸向平行
AGV_NODE,14005021,2,Solve A =XBY failed,解矩陣方程式 A = XBY 失敗
AGV_NODE,14006650,2,DH calibration moving guided by vision failed,視覺引導之 DH 校正手臂移動失敗
AGV_NODE,14006651,2,TCP calibration move failed,"於 DH 校正程序中,? 工具中心點? 校正移動失敗"
AGV_NODE,14006652,2,DH align error over 0.3 mm,DH 校正結果誤差值超過規範
AGV_NODE,14024521,2,The electrical angle of motor is not correct (warning),馬達電氣角錯誤? (警告)
AGV_NODE,14024526,2,The compensation of encoder signal is too high,光編碼器 AB 相補償過大
AGV_NODE,14024527,2,The protection is on for motor hold (type 2),馬達鎖定保護(型態 2)
AGV_NODE,14024524,2,The Z index signal is missing,單圈過 Z 訊號遺失
AGV_NODE,14024525,2,Encoder connection failed,編碼器連結失敗
AGV_NODE,14004399,2,Pose error by g-sensor g sensor,感測的姿態與實際不符
AGV_NODE,14004398,2,gear ratio is not match the model,軸關節減數比不符合預期
AGV_NODE,11004117,2,MoveEMOStop,MoveEMOStop
AGV_NODE,21000017,2,FrontCameraNoFrame,FrontCameraNoFrame(前方相機無回應請斷電重開)
AGV_NODE,14004392,2,Driver mode switching timeout.,驅動器模式切換逾時
AGV_NODE,14004397,2,Joint Signature mismatch with vendor,軸關節供應商不符合預期
AGV_NODE,13008208,2,GripperInitialError,GripperInitialError
AGV_NODE,13008209,2,GripperInitialFail,GripperInitialFail
AGV_NODE,14024559,2,The parameters of magnetic encoder are abnorma,磁性編碼器參數異常
AGV_NODE,14065280,2,Self-Collision,自我碰撞
AGV_NODE,12000068,2,HO_AVBL off.,HO_AVBL off.(請確認EQ端訊號)
AGV_NODE,14005509,2,Failed to check whether robot can flip,確認手臂腕部是否能翻轉失敗
AGV_NODE,14005508,2,Robot flipping failed,手臂腕部翻轉(適用於前 3+後 3 型態)失敗
AGV_NODE,14032779,2,[Error][Safety Function] Discrepancy was detected between dual channels of Robot Internal Protective Stop Output Port.,機器人內部保護性停止輸出埠之雙通道間偵測到不相符結果
AGV_NODE,14000025,2,Arm_GripperReleaseSensorError,Arm_GripperReleaseSensorError(手臂_開夾爪到位Sensor異常)
AGV_NODE,14000024,2,Arm_GripperTooDeep,Arm_GripperTooDeep(手臂_夾爪過壓)
AGV_NODE,14005507,2,Move distance with respect to base frame failed,手臂相對於座標系移動一段差量失敗
AGV_NODE,14005506,2,"DH compensation stops, this will not affect robot moving","DH 校正? 補償停止,? 但不影響移動"
AGV_NODE,14005501,2,teach point transfer on task space failed,教導點位於任一工作空間座標的轉換失敗
AGV_NODE,14005500,2,Task space coordinates transfer failed : from HMI to RTX,工作空間座標點位轉換失敗(從 HMI 到 RTX)
AGV_NODE,14005503,2,Move to target with respect to tool base failed,手臂相對於工具座標系移動失敗
AGV_NODE,14005502,2,Target approaching failed,手臂移動至目標點失敗
AGV_NODE,11000051,2,Arm_TM_Var2NG,Arm_TM_Var2NG
AGV_NODE,11000050,2,Arm_TM_VarNG,Arm_TM_VarNG
